"","BPLD","YEAR","WARD","SEX","NFAMS","AGE","LABFORCE","OCCSTR","INDSTR","BIRTHPLACE"
"389",43300,1910,2,"male",1,24,1,"N","","Greece"
"390",43300,1910,2,"male",1,46,2,"RET. MERCHANT","FRUITS STORE","Greece"
"391",2500,1910,2,"male",3,52,2,"BARTENDER","LIQUOR STORE","Massachusetts"
"392",2300,1910,2,"female",3,60,1,"N","","Maine"
"393",2500,1910,2,"female",3,11,0,"*","","Massachusetts"
"394",2300,1910,2,"male",3,35,2,"DIVER","MARINE","Maine"
"395",45300,1910,2,"male",3,40,2,"LAB","DOCK","Germany"
"396",41400,1910,2,"female",3,58,1,"N","","Ireland"
"397",43400,1910,2,"male",1,58,2,"PROP","FRUIT STORE","Italy"
"398",43400,1910,2,"female",1,46,2,"SWOMAN","FRUIT STORE","Italy"
"399",2500,1910,2,"male",1,13,0,"N","","Massachusetts"
"400",2500,1910,2,"male",1,12,0,"N","","Massachusetts"
"401",2500,1910,2,"female",1,8,0,"N","","Massachusetts"
"402",2500,1910,2,"female",1,6,0,"N","","Massachusetts"
"403",43400,1910,2,"female",1,17,1,"?I?PER","!","Italy"
"404",43400,1910,2,"male",1,17,1,"!","!","Italy"
"405",41400,1910,2,"male",1,43,1,"!","!","Ireland"
"406",41400,1910,2,"female",1,40,1,"N","","Ireland"
"407",2500,1910,2,"male",1,18,1,"N","","Massachusetts"
"408",2500,1910,2,"male",1,15,0,"N","","Massachusetts"
"409",2300,1910,2,"female",1,62,1,"N","","Maine"
"410",2500,1910,2,"male",1,43,1,"!","!","Massachusetts"
"411",2500,1910,2,"male",2,38,1,"!","!","Massachusetts"
"412",2500,1910,2,"female",2,33,1,"N","","Massachusetts"
"413",2500,1910,2,"female",2,8,0,"N","","Massachusetts"
"414",2500,1910,2,"female",2,4,0,"N","","Massachusetts"
"415",2500,1910,2,"female",2,2,0,"N","","Massachusetts"
"416",2500,1910,2,"female",2,21,1,"!","!","Massachusetts"
"417",2500,1910,2,"female",3,35,2,"SETTLEMENT & ?ONIAL","INDUSTRIAL WK","Massachusetts"
"418",2500,1910,2,"female",3,27,2,"NURSE","DISPENSARY","Massachusetts"
"419",41000,1910,2,"male",3,25,2,"SMAN","PROVISION STORE","England"
"420",41400,1910,2,"male",2,46,2,"PIPE CUTTER","STEAM FITTING SHOP","Ireland"
"421",41400,1910,2,"female",2,46,1,"N","","Ireland"
"422",2500,1910,2,"male",2,16,2,"SHOE WORKER","SHOE FCT","Massachusetts"
"423",2500,1910,2,"male",2,14,0,"SHOE WORKER","SHOE FCT","Massachusetts"
"424",2500,1910,2,"female",2,11,0,"N","","Massachusetts"
"425",2500,1910,2,"male",2,8,0,"N","","Massachusetts"
"426",2500,1910,2,"male",2,5,0,"N","","Massachusetts"
"427",2300,1910,2,"male",2,51,2,"PAPER HANGER","WALL PAPER STORE","Maine"
"428",15000,1910,2,"male",1,56,2,"FREIGHTHANDLER","STEAMSHIP","Canada"
"429",15000,1910,2,"female",1,41,1,"N","","Canada"
"430",15000,1910,2,"female",1,64,1,"N","","Canada"
"431",41400,1910,2,"male",1,60,2,"FREIGHTHANDLER","STEAMSHIP","Ireland"
"432",41400,1910,2,"female",1,45,1,"N","","Ireland"
"433",46500,1910,2,"male",1,40,2,"PANTSMKR","TAILOR SHOP","Other USSR/Russia"
"434",46500,1910,2,"female",1,38,2,"DRY GOODS","OWN STORE","Other USSR/Russia"
"435",2500,1910,2,"male",1,16,2,"OFC BOY","WHL DRY GOODS","Massachusetts"
"436",2500,1910,2,"female",1,14,0,"N","","Massachusetts"
"437",2500,1910,2,"male",1,10,0,"N","","Massachusetts"
"438",2500,1910,2,"male",1,8,0,"N","","Massachusetts"
"439",2500,1910,2,"female",1,6,0,"N","","Massachusetts"
"440",2500,1910,2,"male",1,3,0,"N","","Massachusetts"
"441",2500,1910,2,"female",1,1,0,"N","","Massachusetts"
"442",41400,1910,2,"male",1,62,2,"WATCHMAN","CUSTOM HOUSE","Ireland"
"443",2500,1910,2,"female",1,50,1,"N","","Massachusetts"
"444",2500,1910,2,"male",1,33,2,"CIRCULATION MNGR.","BOSTON POST","Massachusetts"
"445",2500,1910,2,"male",1,30,2,"TCH","GRAMMAR","Massachusetts"
"446",2500,1910,2,"male",1,30,2,"SMAN","CLOTHING","Massachusetts"
"447",2500,1910,2,"female",1,32,1,"N","","Massachusetts"
"448",2500,1910,2,"male",1,8,0,"N","","Massachusetts"
"449",2500,1910,2,"male",1,4,0,"N","","Massachusetts"
"450",2500,1910,2,"male",1,2,0,"N","","Massachusetts"
"451",2500,1910,2,"male",1,39,2,"PRINTER","OFC","Massachusetts"
"452",2500,1910,2,"female",1,38,1,"N","","Massachusetts"
"453",2500,1910,2,"female",1,18,2,"OPR","ELECTRIC FCT","Massachusetts"
"454",2500,1910,2,"female",1,16,2,"OPR","ELECTRIC FCT","Massachusetts"
"455",2500,1910,2,"male",1,14,0,"OFC BOY","OFC LAW","Massachusetts"
"456",2500,1910,2,"female",1,11,0,"N","","Massachusetts"
"457",2500,1910,2,"female",1,6,0,"N","","Massachusetts"
"458",2500,1910,2,"female",1,3,0,"N","","Massachusetts"
"459",41000,1910,2,"male",2,47,2,"SHIPPER","ELECTRIC CO.","England"
"460",41400,1910,2,"female",2,42,1,"N","","Ireland"
"461",2500,1910,2,"male",2,12,0,"N","","Massachusetts"
"462",41400,1910,2,"male",2,23,2,"LAB","R.R.","Ireland"
"463",15000,1910,2,"male",2,28,2,"BOILERMKR","BOILERWKS","Canada"
"464",2500,1910,2,"female",2,22,1,"N","","Massachusetts"
"465",2500,1910,2,"female",2,1,0,"N","","Massachusetts"
"466",2500,1910,2,"female",2,18,2,"KI??ER","FCT","Massachusetts"
"467",42100,1910,2,"male",2,24,2,"RIVETTER","IRON WKS","France"
"468",2500,1910,2,"male",1,52,2,"BKPR","RR YD","Massachusetts"
"469",2500,1910,2,"female",1,16,1,"N","","Massachusetts"
"470",40400,1910,2,"male",1,56,2,"? MASTER","COAL BAYS","Norway"
"471",40400,1910,2,"female",1,55,1,"N","","Norway"
"472",40400,1910,2,"male",1,18,2,"SAILOR","AT SEA{MARINE MERCHANT}","Norway"
"473",43400,1910,2,"male",1,38,2,"CUTTER","TAILOR SHOP","Italy"
"474",43400,1910,2,"female",1,28,1,"N","","Italy"
"475",2500,1910,2,"male",1,10,0,"N","","Massachusetts"
"476",2500,1910,2,"male",1,8,0,"N","","Massachusetts"
"477",2500,1910,2,"female",1,6,0,"N","","Massachusetts"
"478",2500,1910,2,"female",1,4,0,"N","","Massachusetts"
"479",2500,1910,2,"female",1,2,0,"N","","Massachusetts"
"480",41400,1910,2,"male",1,62,1,"N","","Ireland"
"481",2500,1910,2,"female",1,39,1,"N","","Massachusetts"
"482",2500,1910,2,"female",1,33,2,"MILLINER","DRY GOODS","Massachusetts"
"483",2500,1910,2,"female",1,27,2,"MILLINER","DRY GOODS","Massachusetts"
"484",2500,1910,2,"female",1,26,2,"OPR","TELPH","Massachusetts"
"485",2500,1910,2,"female",1,23,2,"OPR","TELPH","Massachusetts"
"486",2500,1910,2,"male",1,18,2,"BOARD BOY","BROKER'S OFC","Massachusetts"
"487",15000,1910,2,"female",1,43,1,"N","","Canada"
"488",2500,1910,2,"male",1,14,0,"N","","Massachusetts"
"489",2500,1910,2,"female",1,12,0,"N","","Massachusetts"
"490",2500,1910,2,"male",1,10,0,"N","","Massachusetts"
"491",2500,1910,2,"male",1,6,0,"N","","Massachusetts"
"492",15000,1910,2,"male",1,39,2,"CRANE TENDER","DREDGER","Canada"
"493",41400,1910,2,"female",1,43,1,"N","","Ireland"
"494",2500,1910,2,"female",1,18,2,"BKPR","BOX FCT","Massachusetts"
"495",2500,1910,2,"female",1,17,2,"TAYING MACHINE","BOX FCT","Massachusetts"
"496",15000,1910,2,"male",1,39,2,"BSMITH","FORGE WKS","Canada"
"497",41400,1910,2,"female",1,31,1,"N","","Ireland"
"498",2500,1910,2,"male",1,5,0,"N","","Massachusetts"
"499",2500,1910,2,"female",1,1,0,"N","","Massachusetts"
"500",45600,1910,2,"male",1,30,2,"TAILOR","PANTS FCT","Romania"
"501",45600,1910,2,"female",1,29,1,"N","","Romania"
"502",3600,1910,2,"female",1,9,0,"N","","New York"
"503",2500,1910,2,"female",1,7,0,"N","","Massachusetts"
"504",2500,1910,2,"female",1,6,0,"N","","Massachusetts"
"505",2500,1910,2,"male",1,2,0,"N","","Massachusetts"
"506",2500,1910,2,"male",1,32,2,"CLK ENTRY","R.R. OFC","Massachusetts"
"507",2500,1910,2,"female",1,29,1,"N","","Massachusetts"
"508",2500,1910,2,"female",1,5,0,"N","","Massachusetts"
"509",45000,1910,2,"male",1,42,2,"TAILOR","TAILOR SHOP","Austria"
"510",45000,1910,2,"female",1,42,1,"N","","Austria"
"511",45000,1910,2,"female",1,19,2,"OPR","TELPH OFC","Austria"
"512",2500,1910,2,"female",1,16,1,"!","SHORT W. FCT","Massachusetts"
"513",2500,1910,2,"male",1,13,0,"N","","Massachusetts"
"514",2500,1910,2,"male",1,9,0,"N","","Massachusetts"
"515",2500,1910,2,"male",1,14,0,"N","","Massachusetts"
"516",15000,1910,2,"male",1,13,0,"N","","Canada"
"517",2500,1910,2,"male",1,16,1,"N","","Massachusetts"
"518",2500,1910,2,"male",1,13,0,"N","","Massachusetts"
"519",2500,1910,2,"male",1,11,0,"N","","Massachusetts"
"520",3600,1910,2,"male",3,43,2,"MAJOR","U.S. ARMY","New York"
"521",1900,1910,2,"female",3,34,1,"N","","Iowa"
"522",800,1910,2,"female",3,12,0,"N","","Colorado"
"523",2500,1910,2,"male",3,10,0,"N","","Massachusetts"
"524",600,1910,2,"male",3,3,0,"N","","California"
"525",2500,1910,2,"male",3,0,0,"N","","Massachusetts"
"526",2500,1910,2,"female",3,30,2,"COOK","OFFICER'S QUARTERS","Massachusetts"
"527",5100,1910,2,"female",3,40,2,"NURSE","OFFICER'S QUARTERS","Virginia"
"528",4400,1910,2,"male",1,45,1,"N","","Rhode Island"
"529",4400,1910,2,"female",1,40,1,"N","","Rhode Island"
"530",5000,1910,2,"male",1,14,0,"N","","Vermont"
"531",3600,1910,2,"female",1,11,0,"N","","New York"
"532",3600,1910,2,"female",1,11,0,"N","","New York"
"533",15000,1910,2,"male",1,15,0,"N","","Canada"
"534",2500,1910,2,"male",1,12,0,"N","","Massachusetts"
"535",2500,1910,2,"male",1,16,1,"N","","Massachusetts"
"536",3600,1910,2,"male",1,12,0,"N","","New York"
"537",2300,1910,2,"male",1,15,0,"N","","Maine"
"538",15000,1910,2,"male",1,65,1,"PAINTER","HOUSE","Canada"
"539",40500,1910,2,"male",1,36,1,"SAILOR","MERCHANT N??","Sweden"
"540",40100,1910,2,"male",1,47,1,"LAB","FARM","Finland"
"541",41400,1910,2,"male",1,36,1,"LAB","BLDG","Ireland"
"542",2500,1910,2,"male",1,59,1,"PAINTER","WOOD FINISHER","Massachusetts"
"543",41400,1910,2,"male",1,40,1,"ENGR","STATIONARY","Ireland"
"544",3300,1910,2,"male",1,39,1,"LAB","FARM","New Hampshire"
"545",2500,1910,2,"male",1,32,1,"LAB","TEAMING","Massachusetts"
"546",2500,1910,2,"male",1,47,1,"SMAN","REAL ESTATE","Massachusetts"
"547",40000,1910,2,"male",1,70,1,"RIGGER","SHIP","Denmark"
"548",2500,1910,2,"female",1,62,1,"N","","Massachusetts"
"549",41400,1910,2,"female",1,50,1,"DOM","PFAM","Ireland"
"550",41400,1910,2,"female",1,32,1,"WAITRESS","PFAM","Ireland"
"551",41400,1910,2,"female",1,40,1,"DOM","HOTEL","Ireland"
"552",41400,1910,2,"female",1,43,1,"COOK","PFAM","Ireland"
"553",2500,1910,2,"female",1,77,1,"N","","Massachusetts"
"554",41400,1910,2,"female",1,69,1,"N","","Ireland"
"555",41400,1910,2,"female",1,74,1,"N","","Ireland"
"556",41400,1910,2,"female",1,73,1,"N","","Ireland"
"557",41400,1910,2,"female",1,72,1,"N","","Ireland"
"558",41400,1910,2,"male",1,64,1,"N","","Ireland"
"559",2500,1910,2,"male",1,42,1,"N","","Massachusetts"
"560",2500,1910,2,"male",1,47,1,"N","","Massachusetts"
"561",45300,1910,2,"male",1,70,1,"N","","Germany"
"562",2500,1910,2,"male",1,43,1,"N","","Massachusetts"
"563",2300,1910,3,"female",10,61,2,"REST","CAFE","Maine"
"564",2300,1910,3,"female",10,18,2,"WAITRESS","REST","Maine"
"565",15000,1910,3,"male",10,39,2,"INSPECTOR","CAR","Canada"
"566",5000,1910,3,"male",10,24,2,"SMAN","BAKERY","Vermont"
"567",41000,1910,3,"female",10,22,1,"N","","England"
"568",2300,1910,3,"male",10,25,2,"PLUMBER","BAR","Maine"
"569",2300,1910,3,"male",10,28,2,"BOX MKR","IN MILL","Maine"
"570",2300,1910,3,"female",10,23,1,"N","","Maine"
"571",2500,1910,3,"male",10,40,2,"FIREMAN","WAGON","Massachusetts"
"572",2500,1910,3,"male",10,56,2,"TEAMSTER","TRUCK","Massachusetts"
"573",41400,1910,3,"male",10,50,2,"LAB","WATER DPT.","Ireland"
"574",15000,1910,3,"male",10,29,2,"CARP","HOUSE","Canada"
"575",2500,1910,3,"male",3,60,1,"N","","Massachusetts"
"576",2500,1910,3,"male",3,23,2,"LAB","QUARTERMASTER","Massachusetts"
"577",2500,1910,3,"male",3,74,1,"N","","Massachusetts"
"578",15000,1910,3,"male",3,36,2,"TIMEKEEPER","DEPT. STORE","Canada"
"579",15000,1910,3,"female",3,28,1,"N","","Canada"
"580",2500,1910,3,"male",1,39,2,"FOREMAN","GROCERY STORE","Massachusetts"
"581",2500,1910,3,"female",1,33,1,"N","","Massachusetts"
"582",2500,1910,3,"male",1,12,0,"N","","Massachusetts"
"583",2500,1910,3,"male",1,8,0,"N","","Massachusetts"
"584",2300,1910,3,"male",1,62,2,"FOREMAN","STABLE","Maine"
"585",15000,1910,3,"female",1,52,1,"N","","Canada"
"586",2500,1910,3,"female",1,20,1,"N","","Massachusetts"
"587",2500,1910,3,"male",1,64,2,"LETTER CARRIER","GOVT","Massachusetts"
"588",2500,1910,3,"female",1,65,1,"N","","Massachusetts"
"589",2500,1910,3,"female",1,92,1,"N","","Massachusetts"
"590",2500,1910,3,"male",1,15,0,"N","","Massachusetts"
"591",2500,1910,3,"male",1,51,2,"WATCHMAN","BLDG","Massachusetts"
"592",2500,1910,3,"female",1,58,1,"N","","Massachusetts"
"593",2500,1910,3,"female",1,18,1,"N","","Massachusetts"
"594",2500,1910,3,"female",1,11,0,"N","","Massachusetts"
"595",15000,1910,3,"female",1,52,1,"N","","Canada"
"596",15000,1910,3,"male",1,27,2,"COMPOSITOR","PRINTING","Canada"
"597",15000,1910,3,"male",1,23,2,"DRIVER","DELIVERY WAGON","Canada"
"598",2500,1910,3,"female",1,20,1,"N","","Massachusetts"
"599",2500,1910,3,"male",1,50,2,"LAB","ST WK","Massachusetts"
"600",4400,1910,3,"male",1,26,2,"TEAMSTER","CITY","Rhode Island"
"601",1700,1910,3,"female",1,24,1,"N","","Illinois"
"602",15000,1910,3,"male",1,75,2,"MACHINIST","SHOP","Canada"
"603",2500,1910,3,"female",1,40,2,"SCH TCH","GRAMMAR SCH","Massachusetts"
"604",2500,1910,3,"female",1,12,0,"N","","Massachusetts"
"605",2500,1910,3,"female",1,11,0,"N","","Massachusetts"
"606",2500,1910,3,"male",1,10,0,"N","","Massachusetts"
"607",15000,1910,3,"male",1,43,2,"SODA WATER MAKER","FCT","Canada"
"608",15000,1910,3,"female",1,44,1,"N","","Canada"
"609",2500,1910,3,"female",1,18,1,"N","","Massachusetts"
"610",2500,1910,3,"male",1,15,0,"N","","Massachusetts"
"611",15000,1910,3,"male",4,64,2,"SHOEMKR","OWN SHOP","Canada"
"612",3300,1910,3,"female",4,54,1,"N","","New Hampshire"
"613",15000,1910,3,"female",4,26,2,"FCT WK","HOWARD MFG. CO.","Canada"
"614",2500,1910,3,"female",4,60,1,"OWN INC","","Massachusetts"
"615",3400,1910,3,"female",4,43,2,"BKPR","INS CO.","New Jersey"
"616",41400,1910,3,"female",2,36,2,"KEEPER","LODGING HOUSE","Ireland"
"617",2500,1910,3,"female",2,14,0,"APP","MILLINERY","Massachusetts"
"618",2500,1910,3,"female",2,12,0,"N","","Massachusetts"
"619",2500,1910,3,"male",2,9,0,"N","","Massachusetts"
"620",2500,1910,3,"female",2,6,0,"N","","Massachusetts"
"621",41400,1910,3,"male",2,25,2,"FREIGHT CHECKER","STEAM RR","Ireland"
"622",41400,1910,3,"male",2,27,2,"FREIGHT HANDLER","RR","Ireland"
"623",2500,1910,3,"male",1,38,2,"LAB","GEN","Massachusetts"
"624",2500,1910,3,"female",1,32,1,"N","","Massachusetts"
"625",2500,1910,3,"female",1,13,0,"N","","Massachusetts"
"626",2500,1910,3,"female",1,11,0,"N","","Massachusetts"
"627",2500,1910,3,"female",1,9,0,"N","","Massachusetts"
"628",41400,1910,3,"female",1,71,2,"NURSING","GEN","Ireland"
"629",2500,1910,3,"female",1,13,0,"N","","Massachusetts"
"630",2500,1910,3,"female",1,43,1,"N","","Massachusetts"
"631",2500,1910,3,"female",1,14,0,"N","","Massachusetts"
"632",2500,1910,3,"female",1,13,0,"N","","Massachusetts"
"633",41400,1910,3,"male",2,38,2,"LAB","LONGSHORE","Ireland"
"634",41400,1910,3,"female",2,37,1,"N","","Ireland"
"635",2500,1910,3,"male",2,1,0,"N","","Massachusetts"
"636",41400,1910,3,"male",2,26,2,"FREIGHT HANDLER","RR","Ireland"
"637",2500,1910,3,"male",1,80,1,"OWN INC","","Massachusetts"
"638",41400,1910,3,"female",2,39,1,"N","","Ireland"
"639",41400,1910,3,"female",2,23,2,"FCY HAND","SUSPENDER FCT","Ireland"
"640",41400,1910,3,"female",2,16,2,"FCY HAND","SUSPENDER FCT","Ireland"
"641",41000,1910,3,"male",2,32,2,"LAB","DOCK YD S.S.","England"
"642",15000,1910,3,"male",1,21,2,"CLK","EXPRESS","Canada"
"643",2500,1910,3,"female",1,23,1,"N","","Massachusetts"
"644",2500,1910,3,"male",1,30,2,"ASST. BKPR","CLUB","Massachusetts"
"645",15000,1910,3,"female",1,28,1,"N","","Canada"
"646",2500,1910,3,"male",1,7,0,"N","","Massachusetts"
"647",2500,1910,3,"female",3,34,1,"N","","Massachusetts"
"648",2500,1910,3,"female",3,13,0,"N","","Massachusetts"
"649",2500,1910,3,"male",3,28,2,"CLK","ADVERTISING","Massachusetts"
"650",2500,1910,3,"male",3,21,2,"AUTO REPAIRER","GARAGE","Massachusetts"
"651",2500,1910,3,"male",3,34,2,"ENGR","TOW BOAT","Massachusetts"
"652",2500,1910,3,"female",3,31,1,"N","","Massachusetts"
"653",2500,1910,3,"male",2,34,2,"SMAN","COMMERCIAL","Massachusetts"
"654",2500,1910,3,"female",2,33,1,"N","","Massachusetts"
"655",2500,1910,3,"male",2,7,0,"N","","Massachusetts"
"656",2500,1910,3,"female",2,6,0,"N","","Massachusetts"
"657",2500,1910,3,"male",2,3,0,"N","","Massachusetts"
"658",2500,1910,3,"female",2,1,0,"N","","Massachusetts"
"659",2500,1910,3,"female",2,30,2,"MANIFOLD WORKER","BINDERY","Massachusetts"
"660",2300,1910,3,"female",2,79,1,"OWN INC","","Maine"
"661",2500,1910,3,"male",3,49,2,"SURGEON U.S.N.","MILITARY STAFF","Massachusetts"
"662",2500,1910,3,"female",3,42,1,"N","","Massachusetts"
"663",200,1910,3,"male",3,18,1,"N","","Alaska"
"664",2500,1910,3,"male",3,17,1,"N","","Massachusetts"
"665",3300,1910,3,"female",3,75,1,"N","","New Hampshire"
"666",41400,1910,3,"female",3,24,2,"SERV","DOM","Ireland"
"667",4400,1910,3,"female",3,30,2,"SERV","DOM","Rhode Island"
"668",600,1910,3,"male",1,22,2,"PVT","MILITARY","California"
"669",3300,1910,3,"male",1,22,2,"PVT","MILITARY","New Hampshire"
"670",2500,1910,3,"male",1,33,2,"PVT","MILITARY","Massachusetts"
"671",2500,1910,3,"male",1,23,2,"PVT","MILITARY","Massachusetts"
"672",3600,1910,3,"male",1,21,2,"PVT","MILITARY","New York"
"673",1700,1910,3,"male",1,23,2,"PVT","MILITARY","Illinois"
"674",41400,1910,3,"male",1,26,2,"CHIEF ??? TENDER","MILITARY","Ireland"
"675",43300,1910,3,"male",1,39,2,"CHIEF B????? M???","MILITARY","Greece"
"676",2900,1910,3,"male",1,17,2,"?ODMAN SEAMAN","MILITARY","Missouri"
"677",4500,1910,3,"male",1,18,2,"ORDINARY SEAMAN","MILITARY","South Carolina"
"678",41400,1910,3,"male",1,83,1,"N","","Ireland"
"679",2500,1910,3,"female",1,49,1,"N","","Massachusetts"
"680",2500,1910,3,"female",1,38,2,"BOX MKR","BOX FCT","Massachusetts"
"681",2500,1910,3,"female",1,33,2,"BOOK BINDER","BOOK BINDERY","Massachusetts"
"682",2500,1910,3,"male",1,36,2,"TRAV SMAN","BOILER","Massachusetts"
"683",2500,1910,3,"female",1,31,1,"N","","Massachusetts"
"684",2500,1910,3,"female",1,6,0,"N","","Massachusetts"
"685",41400,1910,4,"female",1,35,2,"LNDRS","HOTEL","Ireland"
"686",2500,1910,4,"male",1,16,2,"ERRAND BOY","HARDWARE STORE","Massachusetts"
"687",2500,1910,4,"male",1,12,0,"N","","Massachusetts"
"688",2500,1910,4,"female",1,8,0,"N","","Massachusetts"
"689",2500,1910,4,"female",1,6,0,"N","","Massachusetts"
"690",2500,1910,4,"male",1,4,0,"N","","Massachusetts"
"691",41400,1910,4,"male",1,58,2,"TEAMSTER","TRUCKMAN","Ireland"
"692",2500,1910,4,"female",1,23,2,"STENO","PLUMBING S???????","Massachusetts"
"693",41400,1910,4,"male",1,64,2,"FINISHER","FURNITURE","Ireland"
"694",41400,1910,4,"female",1,51,1,"N","","Ireland"
"695",2500,1910,4,"male",1,32,2,"LAB","BRICK YD","Massachusetts"
"696",2500,1910,4,"male",1,30,2,"TEAMSTER","LUMBER","Massachusetts"
"697",2500,1910,4,"male",1,28,2,"RUBBER TURNER","RUBBER FCT","Massachusetts"
"698",2500,1910,4,"male",1,25,2,"STAMP MAKER","RUBBER STAMP CO.","Massachusetts"
"699",2500,1910,4,"female",1,18,2,"FOLDER","BOOK","Massachusetts"
"700",2500,1910,4,"female",1,24,1,"N","","Massachusetts"
"701",2500,1910,4,"female",1,1,0,"N","","Massachusetts"
"702",2300,1910,4,"male",1,62,2,"CARP","NAVY YD","Maine"
"703",3300,1910,4,"female",1,64,1,"N","","New Hampshire"
"704",2500,1910,4,"male",1,25,2,"WATCHMAN","PVT AGENCY","Massachusetts"
"705",41000,1910,4,"female",1,56,2,"JANITRESS","APARTMENTS","England"
"706",2500,1910,4,"female",1,27,2,"STENO","LAWYER","Massachusetts"
"707",2500,1910,4,"female",1,21,2,"STENO","LAWYER","Massachusetts"
"708",2500,1910,4,"male",1,36,2,"CLK","RR","Massachusetts"
"709",2500,1910,4,"female",1,33,1,"N","","Massachusetts"
"710",2500,1910,4,"female",1,7,0,"N","","Massachusetts"
"711",2500,1910,4,"male",1,5,0,"N","","Massachusetts"
"712",2500,1910,4,"male",1,4,0,"N","","Massachusetts"
"713",2500,1910,4,"female",1,1,0,"N","","Massachusetts"
"714",2500,1910,4,"male",1,21,2,"CLK & CASHIER","MEAT MARKET","Massachusetts"
"715",2500,1910,4,"female",1,21,1,"N","","Massachusetts"
"716",2500,1910,4,"male",1,2,0,"N","","Massachusetts"
"717",2500,1910,4,"male",1,1,0,"N","","Massachusetts"
"718",2300,1910,4,"male",1,44,2,"CONDUCTOR","RR","Maine"
"719",2300,1910,4,"female",1,45,1,"N","","Maine"
"720",2500,1910,4,"male",1,18,2,"FREIGHT CLK","RR","Massachusetts"
"721",2300,1910,4,"male",1,23,2,"MARINER","STEAM SHIPS","Maine"
"722",15000,1910,4,"male",1,47,2,"DRIVER","TRUCKING","Canada"
"723",2300,1910,4,"female",1,45,1,"N","","Maine"
"724",2500,1910,4,"female",1,12,0,"N","","Massachusetts"
"725",3300,1910,4,"male",1,34,2,"BRAKEMAN","RR","New Hampshire"
"726",4400,1910,4,"female",1,24,1,"N","","Rhode Island"
"727",2500,1910,4,"male",1,4,0,"N","","Massachusetts"
"728",2500,1910,4,"male",1,0,0,"N","","Massachusetts"
"729",4200,1910,4,"male",2,25,2,"BARTENDER","HOTEL","Pennsylvania"
"730",2500,1910,4,"female",2,34,1,"N","","Massachusetts"
"731",2500,1910,4,"male",2,15,0,"N","","Massachusetts"
"732",41400,1910,4,"male",2,48,2,"WATCHMAN","R.R.","Ireland"
"733",2500,1910,4,"male",1,35,2,"TEAMSTER","FREIGHT","Massachusetts"
"734",2500,1910,4,"female",1,31,1,"N","","Massachusetts"
"735",2500,1910,4,"female",1,8,0,"N","","Massachusetts"
"736",2500,1910,4,"female",1,3,0,"N","","Massachusetts"
"737",2500,1910,4,"female",1,0,0,"N","","Massachusetts"
"738",2500,1910,4,"male",4,54,2,"FINISHER","WOODWORKING MILL","Massachusetts"
"739",2500,1910,4,"female",4,52,2,"HKPR","HOUSE","Massachusetts"
"740",2500,1910,4,"male",4,51,2,"CONTRACTOR","MILK","Massachusetts"
"741",2500,1910,4,"male",4,23,2,"VARNISHER","WOODWORKING MILL","Massachusetts"
"742",2500,1910,0,"male",1,43,2,"PROP","? PLUMING STREET","Massachusetts"
"743",2500,1910,0,"female",1,41,1,"N","","Massachusetts"
"744",2500,1910,0,"male",1,18,1,"N","","Massachusetts"
"745",2500,1910,0,"female",1,1,0,"N","","Massachusetts"
"746",2500,1910,0,"male",1,27,2,"DRIVER","MILK WAGON","Massachusetts"
"747",15000,1910,0,"female",1,27,1,"N","","Canada"
"748",2500,1910,0,"male",1,3,0,"N","","Massachusetts"
"749",2500,1910,0,"male",1,2,0,"N","","Massachusetts"
"750",2500,1910,4,"male",1,53,2,"DRAWTENDER","CITY","Massachusetts"
"751",2500,1910,4,"female",1,53,1,"N","","Massachusetts"
